spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T20:53:03.111689+00:00,2026-09-24T20:55:49.268182+00:00,2026/267-20:53:03,2026/267-20:55:49,20:53:03,20:55:49,14:53:03,2026/267,2.8 min,0.6°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T20:54:37.296635+00:00,2026-09-24T21:05:57.136817+00:00,2026/267-20:54:37,2026/267-21:05:57,20:54:37,21:05:57,14:54:37,2026/267,11.3 min,47.2°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T21:04:10.838566+00:00,2026-09-24T21:13:47.565235+00:00,2026/267-21:04:10,2026/267-21:13:47,21:04:10,21:13:47,15:04:10,2026/267,9.6 min,13.5°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-24T21:16:21.213878+00:00,2026-09-24T21:27:52.711441+00:00,2026/267-21:16:21,2026/267-21:27:52,21:16:21,21:27:52,15:16:21,2026/267,11.5 min,89.0°,S→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T21:25:35.552750+00:00,2026-09-24T21:35:40.002467+00:00,2026/267-21:25:35,2026/267-21:35:40,21:25:35,21:35:40,15:25:35,2026/267,10.1 min,16.6°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T22:25:39.640472+00:00,2026-09-24T22:34:56.947308+00:00,2026/267-22:25:39,2026/267-22:34:56,22:25:39,22:34:56,16:25:39,2026/267,9.3 min,11.8°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T22:29:54.016103+00:00,2026-09-24T22:38:56.559423+00:00,2026/267-22:29:54,2026/267-22:38:56,22:29:54,22:38:56,16:29:54,2026/267,9.0 min,10.0°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-24T22:31:36.902543+00:00,2026-09-24T22:35:57.602800+00:00,2026/267-22:31:36,2026/267-22:35:57,22:31:36,22:35:57,16:31:36,2026/267,4.3 min,1.5°,NW→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T22:36:27.401883+00:00,2026-09-24T22:47:44.921804+00:00,2026/267-22:36:27,2026/267-22:47:44,22:36:27,22:47:44,16:36:27,2026/267,11.3 min,40.7°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-24T22:53:04.125341+00:00,2026-09-24T22:59:53.069656+00:00,2026/267-22:53:04,2026/267-22:59:53,22:53:04,22:59:53,16:53:04,2026/267,6.8 min,4.4°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-24T22:58:08.153178+00:00,2026-09-24T23:09:37.237093+00:00,2026/267-22:58:08,2026/267-23:09:37,22:58:08,23:09:37,16:58:08,2026/267,11.5 min,56.6°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T00:01:25.475643+00:00,2026-09-25T00:12:15.156062+00:00,2026/268-00:01:25,2026/268-00:12:15,00:01:25,00:12:15,18:01:25,2026/268,10.8 min,27.4°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T00:10:21.085369+00:00,2026-09-25T00:21:44.696956+00:00,2026/268-00:10:21,2026/268-00:21:44,00:10:21,00:21:44,18:10:21,2026/268,11.4 min,40.5°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T00:10:23.664183+00:00,2026-09-25T00:16:32.477955+00:00,2026/268-00:10:23,2026/268-00:16:32,00:10:23,00:16:32,18:10:23,2026/268,6.1 min,3.3°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T00:32:25.418362+00:00,2026-09-25T00:43:32.849285+00:00,2026/268-00:32:25,2026/268-00:43:32,00:32:25,00:43:32,18:32:25,2026/268,11.1 min,29.0°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T01:38:11.229290+00:00,2026-09-25T01:49:20.408242+00:00,2026/268-01:38:11,2026/268-01:49:20,01:38:11,01:49:20,19:38:11,2026/268,11.2 min,38.7°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T01:46:30.384256+00:00,2026-09-25T01:55:23.757199+00:00,2026/268-01:46:30,2026/268-01:55:23,01:46:30,01:55:23,19:46:30,2026/268,8.9 min,9.1°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-25T01:47:09.417407+00:00,2026-09-25T01:57:31.334687+00:00,2026/268-01:47:09,2026/268-01:57:31,01:47:09,01:57:31,19:47:09,2026/268,10.4 min,18.1°,NW→E,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T02:09:11.355356+00:00,2026-09-25T02:16:58.048777+00:00,2026/268-02:09:11,2026/268-02:16:58,02:09:11,02:16:58,20:09:11,2026/268,7.8 min,6.1°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T03:15:15.785930+00:00,2026-09-25T03:26:09.618698+00:00,2026/268-03:15:15,2026/268-03:26:09,03:15:15,03:26:09,21:15:15,2026/268,10.9 min,29.3°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-25T03:24:20.854302+00:00,2026-09-25T03:35:35.860608+00:00,2026/268-03:24:20,2026/268-03:35:35,03:24:20,03:35:35,21:24:20,2026/268,11.3 min,44.1°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T04:52:31.440522+00:00,2026-09-25T05:02:05.488658+00:00,2026/268-04:52:31,2026/268-05:02:05,04:52:31,05:02:05,22:52:31,2026/268,9.6 min,13.3°,W→S,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-25T05:04:38.194659+00:00,2026-09-25T05:08:19.723244+00:00,2026/268-05:04:38,2026/268-05:08:19,05:04:38,05:08:19,23:04:38,2026/268,3.7 min,1.1°,W→SW,NO,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T06:31:02.255828+00:00,2026-09-25T06:35:29.640245+00:00,2026/268-06:31:02,2026/268-06:35:29,06:31:02,06:35:29,00:31:02,2026/268,4.5 min,1.7°,W→SW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T08:27:15.708897+00:00,2026-09-25T08:33:13.114470+00:00,2026/268-08:27:15,2026/268-08:33:13,08:27:15,08:33:13,02:27:15,2026/268,6.0 min,3.2°,NE→SE,NO,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T08:47:49.101002+00:00,2026-09-25T08:56:21.357295+00:00,2026/268-08:47:49,2026/268-08:56:21,08:47:49,08:56:21,02:47:49,2026/268,8.5 min,8.3°,NE→SE,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T09:58:56.525280+00:00,2026-09-25T10:10:28.620270+00:00,2026/268-09:58:56,2026/268-10:10:28,09:58:56,10:10:28,03:58:56,2026/268,11.5 min,75.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T10:17:10.266775+00:00,2026-09-25T10:21:32.416044+00:00,2026/268-10:17:10,2026/268-10:21:32,10:17:10,10:21:32,04:17:10,2026/268,4.4 min,1.5°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-25T10:20:32.808799+00:00,2026-09-25T10:31:58.137742+00:00,2026/268-10:20:32,2026/268-10:31:58,10:20:32,10:31:58,04:20:32,2026/268,11.4 min,57.0°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T11:28:18.675347+00:00,2026-09-25T11:37:50.915925+00:00,2026/268-11:28:18,2026/268-11:37:50,11:28:18,11:37:50,05:28:18,2026/268,9.5 min,11.8°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T11:33:58.262160+00:00,2026-09-25T11:41:58.393282+00:00,2026/268-11:33:58,2026/268-11:41:58,11:33:58,11:41:58,05:33:58,2026/268,8.0 min,7.3°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T11:49:46.627631+00:00,2026-09-25T12:00:00.754476+00:00,2026/268-11:49:46,2026/268-12:00:00,11:49:46,12:00:00,05:49:46,2026/268,10.2 min,16.1°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T11:56:25.042635+00:00,2026-09-25T12:02:00.046140+00:00,2026/268-11:56:25,2026/268-12:02:00,11:56:25,12:02:00,05:56:25,2026/268,5.6 min,2.9°,NW→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T13:02:03.677373+00:00,2026-09-25T13:13:35.260115+00:00,2026/268-13:02:03,2026/268-13:13:35,13:02:03,13:13:35,07:02:03,2026/268,11.5 min,52.5°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T13:23:35.386727+00:00,2026-09-25T13:35:11.414118+00:00,2026/268-13:23:35,2026/268-13:35:11,13:23:35,13:35:11,07:23:35,2026/268,11.6 min,75.5°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T14:36:04.244963+00:00,2026-09-25T14:47:11.471076+00:00,2026/268-14:36:04,2026/268-14:47:11,14:36:04,14:47:11,08:36:04,2026/268,11.1 min,33.1°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T14:57:34.109834+00:00,2026-09-25T15:08:22.854013+00:00,2026/268-14:57:34,2026/268-15:08:22,14:57:34,15:08:22,08:57:34,2026/268,10.8 min,25.5°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T16:09:59.460000+00:00,2026-09-25T16:19:16.261939+00:00,2026/268-16:09:59,2026/268-16:19:16,16:09:59,16:19:16,10:09:59,2026/268,9.3 min,11.8°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T16:31:23.131460+00:00,2026-09-25T16:40:11.548503+00:00,2026/268-16:31:23,2026/268-16:40:11,16:31:23,16:40:11,10:31:23,2026/268,8.8 min,9.8°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T17:09:02.562072+00:00,2026-09-25T17:17:37.416308+00:00,2026/268-17:09:02,2026/268-17:17:37,17:09:02,17:17:37,11:09:02,2026/268,8.6 min,8.7°,S→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T17:43:22.876812+00:00,2026-09-25T17:50:41.674562+00:00,2026/268-17:43:22,2026/268-17:50:41,17:43:22,17:50:41,11:43:22,2026/268,7.3 min,5.7°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T18:04:31.950866+00:00,2026-09-25T18:11:37.148747+00:00,2026/268-18:04:31,2026/268-18:11:37,18:04:31,18:11:37,12:04:31,2026/268,7.1 min,5.2°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,CL01-04,CL01-04,CL01-04 SBD,LEAF SPACE,2026-09-25T18:39:34.880000+00:00,2026-09-25T18:46:30.226000+00:00,2026/268-18:39:34,2026/268-18:46:30,18:39:34,18:46:30,12:39:34,2026/268,6.9 min,13.4°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-25T18:44:28.218036+00:00,2026-09-25T18:55:57.805309+00:00,2026/268-18:44:28,2026/268-18:55:57,18:44:28,18:55:57,12:44:28,2026/268,11.5 min,72.9°,SW→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T19:15:34.856684+00:00,2026-09-25T19:22:50.977347+00:00,2026/268-19:15:34,2026/268-19:22:50,19:15:34,19:22:50,13:15:34,2026/268,7.3 min,5.6°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T19:28:35.758594+00:00,2026-09-25T19:33:36.396673+00:00,2026/268-19:28:35,2026/268-19:33:36,19:28:35,19:33:36,13:28:35,2026/268,5.0 min,2.3°,E→NE,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T19:36:25.857571+00:00,2026-09-25T19:44:01.334483+00:00,2026/268-19:36:25,2026/268-19:44:01,19:36:25,19:44:01,13:36:25,2026/268,7.6 min,6.3°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,CL01-02,CL01-02,CL01-02 SBD,LEAF SPACE,2026-09-25T20:12:39.379000+00:00,2026-09-25T20:22:06.874000+00:00,2026/268-20:12:39,2026/268-20:22:06,20:12:39,20:22:06,14:12:39,2026/268,9.5 min,72.0°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T20:23:41.321263+00:00,2026-09-25T20:32:52.444735+00:00,2026/268-20:23:41,2026/268-20:32:52,20:23:41,20:32:52,14:23:41,2026/268,9.2 min,10.3°,W→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T20:37:19.491707+00:00,2026-09-25T20:48:13.057413+00:00,2026/268-20:37:19,2026/268-20:48:13,20:37:19,20:48:13,14:37:19,2026/268,10.9 min,28.3°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T20:47:00.455818+00:00,2026-09-25T20:56:12.573764+00:00,2026/268-20:47:00,2026/268-20:56:12,20:47:00,20:56:12,14:47:00,2026/268,9.2 min,11.4°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-25T20:58:19.184445+00:00,2026-09-25T21:09:41.405250+00:00,2026/268-20:58:19,2026/268-21:09:41,20:58:19,21:09:41,14:58:19,2026/268,11.4 min,51.0°,SE→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T21:07:50.804161+00:00,2026-09-25T21:17:31.183198+00:00,2026/268-21:07:50,2026/268-21:17:31,21:07:50,21:17:31,15:07:50,2026/268,9.7 min,13.9°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T21:59:45.349876+00:00,2026-09-25T22:08:50.561356+00:00,2026/268-21:59:45,2026/268-22:08:50,21:59:45,22:08:50,15:59:45,2026/268,9.1 min,10.8°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-09-25T22:05:13.923493+00:00,2026-09-25T22:09:49.913161+00:00,2026/268-22:05:13,2026/268-22:09:49,22:05:13,22:09:49,16:05:13,2026/268,4.6 min,1.7°,NW→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T22:11:34.714582+00:00,2026-09-25T22:21:47.106470+00:00,2026/268-22:11:34,2026/268-22:21:47,22:11:34,22:21:47,16:11:34,2026/268,10.2 min,16.7°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T22:19:03.077805+00:00,2026-09-25T22:30:07.212445+00:00,2026/268-22:19:03,2026/268-22:30:07,22:19:03,22:30:07,16:19:03,2026/268,11.1 min,31.7°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T22:33:42.711302+00:00,2026-09-25T22:42:33.145133+00:00,2026/268-22:33:42,2026/268-22:42:33,22:33:42,22:42:33,16:33:42,2026/268,8.8 min,9.3°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T22:40:07.226772+00:00,2026-09-25T22:51:26.561734+00:00,2026/268-22:40:07,2026/268-22:51:26,22:40:07,22:51:26,16:40:07,2026/268,11.3 min,42.2°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-25T23:35:24.304852+00:00,2026-09-25T23:46:10.722338+00:00,2026/268-23:35:24,2026/268-23:46:10,23:35:24,23:46:10,17:35:24,2026/268,10.8 min,26.2°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-25T23:44:19.796627+00:00,2026-09-25T23:50:07.542728+00:00,2026/268-23:44:19,2026/268-23:50:07,23:44:19,23:50:07,17:44:19,2026/268,5.8 min,2.9°,N→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-25T23:52:35.892828+00:00,2026-09-26T00:04:07.836983+00:00,2026/268-23:52:35,2026/269-00:04:07,23:52:35,00:04:07,17:52:35,2026/268,11.5 min,55.4°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-26T00:14:01.569126+00:00,2026-09-26T00:25:23.900974+00:00,2026/269-00:14:01,2026/269-00:25:23,00:14:01,00:25:23,18:14:01,2026/269,11.4 min,38.9°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-26T01:12:07.436354+00:00,2026-09-26T01:23:16.443359+00:00,2026/269-01:12:07,2026/269-01:23:16,01:12:07,01:23:16,19:12:07,2026/269,11.2 min,38.6°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-26T01:21:06.588512+00:00,2026-09-26T01:31:15.192339+00:00,2026/269-01:21:06,2026/269-01:31:15,01:21:06,01:31:15,19:21:06,2026/269,10.1 min,16.0°,NW→E,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-26T01:28:15.435449+00:00,2026-09-26T01:37:53.757674+00:00,2026/269-01:28:15,2026/269-01:37:53,01:28:15,01:37:53,19:28:15,2026/269,9.6 min,12.3°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-26T01:50:12.698366+00:00,2026-09-26T01:58:59.634853+00:00,2026/269-01:50:12,2026/269-01:58:59,01:50:12,01:58:59,19:50:12,2026/269,8.8 min,8.8°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-26T02:49:11.314164+00:00,2026-09-26T03:00:07.577488+00:00,2026/269-02:49:11,2026/269-03:00:07,02:49:11,03:00:07,20:49:11,2026/269,10.9 min,30.5°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-26T02:58:13.781857+00:00,2026-09-26T03:09:34.290436+00:00,2026/269-02:58:13,2026/269-03:09:34,02:58:13,03:09:34,20:58:13,2026/269,11.3 min,53.7°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,IS01-04,IS01-04,IS01-04 SBD,LEAF SPACE,2026-09-26T03:17:24.488000+00:00,2026-09-26T03:24:41.120000+00:00,2026/269-03:17:24,2026/269-03:24:41,03:17:24,03:24:41,21:17:24,2026/269,7.3 min,15.6°,--→--,YES,SBD,False,#b88df7,passes_leafspace.pkl,True
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-09-26T04:26:25.484434+00:00,2026-09-26T04:36:09.104941+00:00,2026/269-04:26:25,2026/269-04:36:09,04:26:25,04:36:09,22:26:25,2026/269,9.7 min,14.3°,W→S,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-09-26T04:37:51.269474+00:00,2026-09-26T04:43:06.976721+00:00,2026/269-04:37:51,2026/269-04:43:06,04:37:51,04:43:06,22:37:51,2026/269,5.3 min,2.5°,W→SW,NO,UHF,False,#00d7ff,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-09-26T06:04:42.001247+00:00,2026-09-26T06:09:53.820202+00:00,2026/269-06:04:42,2026/269-06:09:53,06:04:42,06:09:53,00:04:42,2026/269,5.2 min,2.4°,W→SW,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-09-26T08:30:34.841236+00:00,2026-09-26T08:36:52.716279+00:00,2026/269-08:30:34,2026/269-08:36:52,08:30:34,08:36:52,02:30:34,2026/269,6.3 min,3.6°,NE→SE,NO,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-09-26T09:41:24.342394+00:00,2026-09-26T09:52:45.471269+00:00,2026/269-09:41:24,2026/269-09:52:45,09:41:24,09:52:45,03:41:24,2026/269,11.4 min,42.2°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-09-26T10:02:22.192948+00:00,2026-09-26T10:13:53.826044+00:00,2026/269-10:02:22,2026/269-10:13:53,10:02:22,10:13:53,04:02:22,2026/269,11.5 min,80.3°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
