spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-03T20:14:35.915880+00:00,2026-10-03T20:18:27.120920+00:00,2026/276-20:14:35,2026/276-20:18:27,20:14:35,20:18:27,14:14:35,2026/276,3.9 min,1.2°,N→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T20:17:28.673138+00:00,2026-10-03T20:25:56.543928+00:00,2026/276-20:17:28,2026/276-20:25:56,20:17:28,20:25:56,14:17:28,2026/276,8.5 min,8.6°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T21:23:16.207747+00:00,2026-10-03T21:34:45.177895+00:00,2026/276-21:23:16,2026/276-21:34:45,21:23:16,21:34:45,15:23:16,2026/276,11.5 min,69.0°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T21:32:19.655964+00:00,2026-10-03T21:42:33.720894+00:00,2026/276-21:32:19,2026/276-21:42:33,21:32:19,21:42:33,15:32:19,2026/276,10.2 min,18.1°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-03T21:40:29.903078+00:00,2026-10-03T21:51:47.965361+00:00,2026/276-21:40:29,2026/276-21:51:47,21:40:29,21:51:47,15:40:29,2026/276,11.3 min,41.1°,S→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T21:43:02.559613+00:00,2026-10-03T21:54:04.338373+00:00,2026/276-21:43:02,2026/276-21:54:04,21:43:02,21:54:04,15:43:02,2026/276,11.0 min,33.0°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T21:49:08.632771+00:00,2026-10-03T21:59:41.485663+00:00,2026/276-21:49:08,2026/276-21:59:41,21:49:08,21:59:41,15:49:08,2026/276,10.5 min,21.5°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-03T21:52:07.205795+00:00,2026-10-03T21:59:55.354484+00:00,2026/276-21:52:07,2026/276-21:59:55,21:52:07,21:59:55,15:52:07,2026/276,7.8 min,6.2°,N→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T23:00:48.541269+00:00,2026-10-03T23:06:12.120971+00:00,2026/276-23:00:48,2026/276-23:06:12,23:00:48,23:06:12,17:00:48,2026/276,5.4 min,2.5°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T23:05:01.642709+00:00,2026-10-03T23:16:33.096448+00:00,2026/276-23:05:01,2026/276-23:16:33,23:05:01,23:16:33,17:05:01,2026/276,11.5 min,64.9°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T23:19:57.551268+00:00,2026-10-03T23:31:05.382813+00:00,2026/276-23:19:57,2026/276-23:31:05,23:19:57,23:31:05,17:19:57,2026/276,11.1 min,37.7°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T23:22:04.384204+00:00,2026-10-03T23:33:39.646157+00:00,2026/276-23:22:04,2026/276-23:33:39,23:22:04,23:33:39,17:22:04,2026/276,11.6 min,84.7°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T23:28:53.662461+00:00,2026-10-03T23:40:01.138206+00:00,2026/276-23:28:53,2026/276-23:40:01,23:28:53,23:40:01,17:28:53,2026/276,11.1 min,34.4°,NW→SE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T00:39:31.290109+00:00,2026-10-04T00:50:29.246905+00:00,2026/277-00:39:31,2026/277-00:50:29,00:39:31,00:50:29,18:39:31,2026/277,11.0 min,25.5°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T00:56:53.575459+00:00,2026-10-04T01:07:31.227091+00:00,2026/277-00:56:53,2026/277-01:07:31,00:56:53,01:07:31,18:56:53,2026/277,10.6 min,20.1°,SW→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T00:57:04.497831+00:00,2026-10-04T01:07:40.930596+00:00,2026/277-00:57:04,2026/277-01:07:40,00:57:04,01:07:40,18:57:04,2026/277,10.6 min,23.4°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-04T01:06:32.476121+00:00,2026-10-04T01:16:47.855303+00:00,2026/277-01:06:32,2026/277-01:16:47,01:06:32,01:16:47,19:06:32,2026/277,10.3 min,18.7°,NW→S,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T02:16:36.406595+00:00,2026-10-04T02:23:49.652881+00:00,2026/277-02:16:36,2026/277-02:23:49,02:16:36,02:23:49,20:16:36,2026/277,7.2 min,5.0°,W→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T02:34:30.371798+00:00,2026-10-04T02:43:01.993309+00:00,2026/277-02:34:30,2026/277-02:43:01,02:34:30,02:43:01,20:34:30,2026/277,8.5 min,8.8°,W→S,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T02:34:35.070149+00:00,2026-10-04T02:40:33.010151+00:00,2026/277-02:34:35,2026/277-02:40:33,02:34:35,02:40:33,20:34:35,2026/277,6.0 min,3.1°,W→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T08:54:36.343069+00:00,2026-10-04T09:03:54.455027+00:00,2026/277-08:54:36,2026/277-09:03:54,08:54:36,09:03:54,02:54:36,2026/277,9.3 min,11.0°,NE→SE,NO,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T09:11:07.818147+00:00,2026-10-04T09:21:23.285689+00:00,2026/277-09:11:07,2026/277-09:21:23,09:11:07,09:21:23,03:11:07,2026/277,10.3 min,17.0°,NE→SE,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T10:23:57.729416+00:00,2026-10-04T10:29:22.357399+00:00,2026/277-10:23:57,2026/277-10:29:22,10:23:57,10:29:22,04:23:57,2026/277,5.4 min,2.5°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T10:27:40.913547+00:00,2026-10-04T10:39:00.910209+00:00,2026/277-10:27:40,2026/277-10:39:00,10:27:40,10:39:00,04:27:40,2026/277,11.3 min,43.9°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T10:40:28.473219+00:00,2026-10-04T10:47:15.081768+00:00,2026/277-10:40:28,2026/277-10:47:15,10:40:28,10:47:15,04:40:28,2026/277,6.8 min,4.2°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-04T10:44:40.169851+00:00,2026-10-04T10:55:34.522150+00:00,2026/277-10:44:40,2026/277-10:55:34,10:44:40,10:55:34,04:44:40,2026/277,10.9 min,28.1°,N→SW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T11:56:52.937237+00:00,2026-10-04T12:07:23.323001+00:00,2026/277-11:56:52,2026/277-12:07:23,11:56:52,12:07:23,05:56:52,2026/277,10.5 min,18.4°,N→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-04T12:04:09.010147+00:00,2026-10-04T12:08:15.922371+00:00,2026/277-12:04:09,2026/277-12:08:15,12:04:09,12:08:15,06:04:09,2026/277,4.1 min,1.5°,NW→W,NO,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T12:13:41.175401+00:00,2026-10-04T12:24:32.866109+00:00,2026/277-12:13:41,2026/277-12:24:32,12:13:41,12:24:32,06:13:41,2026/277,10.9 min,23.1°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T13:30:45.353262+00:00,2026-10-04T13:42:23.223852+00:00,2026/277-13:30:45,2026/277-13:42:23,13:30:45,13:42:23,07:30:45,2026/277,11.6 min,86.8°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T13:47:34.425804+00:00,2026-10-04T13:59:09.226423+00:00,2026/277-13:47:34,2026/277-13:59:09,13:47:34,13:59:09,07:47:34,2026/277,11.6 min,72.8°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-04T14:49:32.900221+00:00,2026-10-04T15:00:05.657403+00:00,2026/277-14:49:32,2026/277-15:00:05,14:49:32,15:00:05,08:49:32,2026/277,10.5 min,21.0°,S→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T15:04:45.673869+00:00,2026-10-04T15:15:27.157517+00:00,2026/277-15:04:45,2026/277-15:15:27,15:04:45,15:15:27,09:04:45,2026/277,10.7 min,23.2°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T15:21:32.260061+00:00,2026-10-04T15:31:55.559119+00:00,2026/277-15:21:32,2026/277-15:31:55,15:21:32,15:31:55,09:21:32,2026/277,10.4 min,19.5°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-04T16:26:30.311322+00:00,2026-10-04T16:37:39.624763+00:00,2026/277-16:26:30,2026/277-16:37:39,16:26:30,16:37:39,10:26:30,2026/277,11.2 min,31.9°,SW→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T16:38:34.344583+00:00,2026-10-04T16:47:12.145409+00:00,2026/277-16:38:34,2026/277-16:47:12,16:38:34,16:47:12,10:38:34,2026/277,8.6 min,9.1°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T16:55:14.560252+00:00,2026-10-04T17:03:30.723008+00:00,2026/277-16:55:14,2026/277-17:03:30,16:55:14,17:03:30,10:55:14,2026/277,8.3 min,8.0°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T18:06:37.336098+00:00,2026-10-04T18:12:36.868470+00:00,2026/277-18:06:37,2026/277-18:12:36,18:06:37,18:12:36,12:06:37,2026/277,6.0 min,3.4°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T18:06:43.575859+00:00,2026-10-04T18:14:25.067211+00:00,2026/277-18:06:43,2026/277-18:14:25,18:06:43,18:14:25,12:06:43,2026/277,7.7 min,5.9°,NW→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T18:11:39.117336+00:00,2026-10-04T18:18:41.241241+00:00,2026/277-18:11:39,2026/277-18:18:41,18:11:39,18:18:41,12:11:39,2026/277,7.0 min,5.1°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-04T18:28:05.824360+00:00,2026-10-04T18:35:04.034988+00:00,2026/277-18:28:05,2026/277-18:35:04,18:28:05,18:35:04,12:28:05,2026/277,7.0 min,5.0°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T19:35:05.848194+00:00,2026-10-04T19:41:22.304300+00:00,2026/277-19:35:05,2026/277-19:41:22,19:35:05,19:41:22,13:35:05,2026/277,6.3 min,3.9°,E→NE,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T19:40:42.582290+00:00,2026-10-04T19:50:38.862760+00:00,2026/277-19:40:42,2026/277-19:50:38,19:40:42,19:50:38,13:40:42,2026/277,9.9 min,15.7°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T19:43:28.911923+00:00,2026-10-04T19:51:13.861093+00:00,2026/277-19:43:28,2026/277-19:51:13,19:43:28,19:51:13,13:43:28,2026/277,7.7 min,6.6°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-04T19:48:10.555441+00:00,2026-10-04T19:52:01.041010+00:00,2026/277-19:48:10,2026/277-19:52:01,19:48:10,19:52:01,13:48:10,2026/277,3.8 min,1.2°,N→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T19:50:40.976787+00:00,2026-10-04T19:58:39.764682+00:00,2026/277-19:50:40,2026/277-19:58:39,19:50:40,19:58:39,13:50:40,2026/277,8.0 min,7.3°,E→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T19:59:44.090052+00:00,2026-10-04T20:07:47.738982+00:00,2026/277-19:59:44,2026/277-20:07:47,19:59:44,20:07:47,13:59:44,2026/277,8.1 min,7.4°,NE→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T21:05:33.499676+00:00,2026-10-04T21:17:00.500275+00:00,2026/277-21:05:33,2026/277-21:17:00,21:05:33,21:17:00,15:05:33,2026/277,11.5 min,67.3°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T21:14:57.435065+00:00,2026-10-04T21:24:48.888069+00:00,2026/277-21:14:57,2026/277-21:24:48,21:14:57,21:24:48,15:14:57,2026/277,9.9 min,15.1°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T21:16:50.346961+00:00,2026-10-04T21:27:50.323369+00:00,2026/277-21:16:50,2026/277-21:27:50,21:16:50,21:27:50,15:16:50,2026/277,11.0 min,31.9°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-04T21:22:08.770262+00:00,2026-10-04T21:33:38.804564+00:00,2026/277-21:22:08,2026/277-21:33:38,21:22:08,21:33:38,15:22:08,2026/277,11.5 min,74.8°,S→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-04T21:25:54.770499+00:00,2026-10-04T21:33:22.005365+00:00,2026/277-21:25:54,2026/277-21:33:22,21:25:54,21:33:22,15:25:54,2026/277,7.5 min,5.4°,N→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T21:31:15.592314+00:00,2026-10-04T21:41:26.871877+00:00,2026/277-21:31:15,2026/277-21:41:26,21:31:15,21:41:26,15:31:15,2026/277,10.2 min,17.6°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T22:41:33.334552+00:00,2026-10-04T22:49:32.219850+00:00,2026/277-22:41:33,2026/277-22:49:32,22:41:33,22:49:32,16:41:33,2026/277,8.0 min,6.8°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T22:47:22.926023+00:00,2026-10-04T22:58:46.734675+00:00,2026/277-22:47:22,2026/277-22:58:46,22:47:22,22:58:46,16:47:22,2026/277,11.4 min,48.2°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T22:53:43.608550+00:00,2026-10-04T23:04:52.074886+00:00,2026/277-22:53:43,2026/277-23:04:52,22:53:43,23:04:52,16:53:43,2026/277,11.1 min,38.2°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-04T22:59:23.012696+00:00,2026-10-04T23:05:15.863733+00:00,2026/277-22:59:23,2026/277-23:05:15,22:59:23,23:05:15,16:59:23,2026/277,5.9 min,3.1°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-04T23:02:40.179709+00:00,2026-10-04T23:13:39.696941+00:00,2026/277-23:02:40,2026/277-23:13:39,23:02:40,23:13:39,17:02:40,2026/277,11.0 min,29.5°,NW→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-04T23:03:53.208596+00:00,2026-10-04T23:15:24.097688+00:00,2026/277-23:03:53,2026/277-23:15:24,23:03:53,23:15:24,17:03:53,2026/277,11.5 min,62.2°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-05T00:21:29.529606+00:00,2026-10-05T00:32:44.907138+00:00,2026/278-00:21:29,2026/278-00:32:44,00:21:29,00:32:44,18:21:29,2026/278,11.3 min,33.8°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-05T00:30:49.940598+00:00,2026-10-05T00:41:30.657620+00:00,2026/278-00:30:49,2026/278-00:41:30,00:30:49,00:41:30,18:30:49,2026/278,10.7 min,24.7°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-05T00:38:17.495796+00:00,2026-10-05T00:49:18.592310+00:00,2026/278-00:38:17,2026/278-00:49:18,00:38:17,00:49:18,18:38:17,2026/278,11.0 min,26.5°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-05T00:40:11.757210+00:00,2026-10-05T00:50:43.670087+00:00,2026/278-00:40:11,2026/278-00:50:43,00:40:11,00:50:43,18:40:11,2026/278,10.5 min,22.2°,NW→S,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-05T01:57:58.181347+00:00,2026-10-05T02:06:17.701098+00:00,2026/278-01:57:58,2026/278-02:06:17,01:57:58,02:06:17,19:57:58,2026/278,8.3 min,7.4°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-05T02:08:12.895528+00:00,2026-10-05T02:16:59.742153+00:00,2026/278-02:08:12,2026/278-02:16:59,02:08:12,02:16:59,20:08:12,2026/278,8.8 min,9.7°,W→S,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-05T02:15:14.924433+00:00,2026-10-05T02:22:39.146185+00:00,2026/278-02:15:14,2026/278-02:22:39,02:15:14,02:22:39,20:15:14,2026/278,7.4 min,5.3°,W→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-05T08:37:31.759957+00:00,2026-10-05T08:45:07.481638+00:00,2026/278-08:37:31,2026/278-08:45:07,08:37:31,08:45:07,02:37:31,2026/278,7.6 min,5.8°,NE→SE,NO,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-05T08:53:21.166306+00:00,2026-10-05T09:02:24.499282+00:00,2026/278-08:53:21,2026/278-09:02:24,08:53:21,09:02:24,02:53:21,2026/278,9.1 min,10.0°,NE→SE,NO,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-05T10:07:01.644846+00:00,2026-10-05T10:09:56.375363+00:00,2026/278-10:07:01,2026/278-10:09:56,10:07:01,10:09:56,04:07:01,2026/278,2.9 min,0.7°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-05T14:23:28.734864+00:00,2026-10-05T14:33:43.914220+00:00,2026/278-14:23:28,2026/278-14:33:43,14:23:28,14:33:43,08:23:28,2026/278,10.3 min,17.7°,S→NE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
